full_text,full_text_norm,in_reply_to_user_id_str,favorite_count,created_at,jam,reply_count,in_reply_to_screen_name,id_str,entities_hashtags,text_sentiment,retweet_count,user_name,user_screen_name
"[SALAH] Ternyata Sebenarnya Mereka Tentara Cina yang Nyamar Peristiwa di 2016, Dikira Tentara China, Ini Identitas Pekerja Kereta Cepat yang Ditangkap TNI AU. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tentara cina nyamar peristiwa twothousandsixteen tentara china identitas pekerja kereta cepat ditangkap tni au selengkapnya penjelasan referensi,160164842,0,2018-06-25,08:16:00,0,tofompefel,1011161170340794400,LawanHoax,neutral,2,MAFINDO,TurnBackHoax
"[SALAH] Surat Perjanjian Bersama Target 500 Gereja Selama 5 Tahun Surat palsu dukungan politik kembali menyeruak pada Pilwalkot Bekasi 2018. Kali ini, beredar sebuah surat dukungan ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah surat perjanjian target fivehundred gereja surat palsu dukungan politik menyeruak pilwalkot bekasi twothousandeighteen kali beredar surat dukungan selengkapnya penjelasan referensi,2778400706 765212633368662016,0,2018-06-25,04:56:00,1,SyarifScout Muslim_Bersatu1,1011110916828495900,LawanHoax,neutral,2,MAFINDO,TurnBackHoax
"[SALAH] Foto Luhut Pandjaitan Hasil Suntingan Foto adalah hasil suntingan, narasi yang digunakan adalah potongan dari pernyataan Luhut yang dimuat di media pada tahun 2016. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah foto luhut pandjaitan hasil suntingan foto hasil suntingan narasi potongan pernyataan luhut dimuat media twothousandsixteen selengkapnya penjelasan referensi,NA,16,2018-06-24,04:37:00,4,NA,1010743669207396400,LawanHoax,neutral,48,MAFINDO,TurnBackHoax
"[SALAH] Mandi di 3 Waktu Ini Bisa Sebabkan Kematian Mendadak dr Martin Leman, SpA, DTMH: Mandi boleh kapan saja, baik orang dewasa maupun anak-anak, tapi diusahakan suhunya tidak kontras, ujarnya. Selengkapnya di bagian PENJELASAN ... #LawanHoax",salah mandi sebabkan kematian mendadak martin leman spa dtmh mandi orang dewasa anak anak diusahakan suhunya kontras selengkapnya penjelasan,NA,8,2018-06-23,15:12:00,0,NA,1010541090531733500,LawanHoax,positive,23,MAFINDO,TurnBackHoax
"[SALAH] Himbauan Ulama, Habaib, Kiyai, Pimpinan Pondok Pesantren Seluruh Indonesia Untuk Tidak Memilih Jokowi Presiden 2019 Video dan foto yang digunakan adalah dokumentasi dari acara lain yang tidak berhubungan dengan post, selengkapnya ... #LawanHoax",salah himbauan ulama habaib kiyai pimpinan pondok pesantren indonesia memilih jokowi presiden twothousandnineteen video foto dokumentasi acara berhubungan post selengkapnya,NA,21,2018-06-23,09:33:00,3,NA,1010455766858264600,LawanHoax,neutral,81,MAFINDO,TurnBackHoax
"[SALAH] Macet Mudik dan Arus Balik Terjadi di Hampir Setiap Jalan Alteri Foto yang digunakan di post tersebut adalah foto tahun 2013, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah macet mudik arus jalan alteri foto post foto twothousandthirteen selengkapnya penjelasan referensi,NA,30,2018-06-21,17:30:00,1,NA,1009851023622410200,LawanHoax,neutral,88,MAFINDO,TurnBackHoax
"[SALAH] Dukung UAS Jadi Ketum PBNU Tanpa sumber informasi yang kredibel, menambahkan klaim Dosen UIN Sunan Gunung Djati dan Sebagian Kalangan NU di narasi tidak menjadikan informasi tersebut valid. Selengkapnya di bagian PENJELASAN ... #LawanHoax",salah dukung uas ketum pbnu sumber informasi kredibel klaim dosen uin sunan gunung djati kalangan nu narasi menjadikan informasi valid selengkapnya penjelasan,NA,7,2018-06-21,00:16:00,0,NA,1009590745588641800,LawanHoax,positive,7,MAFINDO,TurnBackHoax
"[SALAH] Novotel Semarang Adalah Saksi Bisu Permainan **** Sudirman Said & Ida Fauziyah Tanpa bukti yang kredibel, menyebutkan nama lokasi tidak membuat sebuah informasi menjadi valid. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah novotel semarang saksi bisu permainan sudirman ida fauziyah bukti kredibel nama lokasi informasi valid selengkapnya penjelasan referensi,63171334,0,2018-06-20,16:58:00,0,LangitLintang23,1009480557518975e3,LawanHoax,positive,2,MAFINDO,TurnBackHoax
"[SALAH] Demo Tolak TKA CINA di Solok Diawali Dengan Pembakaran Perahu Warga Oleh Aparat Video tersebut adalah kejadian di 2011, saat ini lokasi sudah menjadi hutan. Penyebar video pertama sedang ditelusuri oleh Polri, selengkapnya di ... #LawanHoax",salah demo tolak tka cina solok diawali pembakaran perahu warga aparat video kejadian twothousandeleven lokasi hutan penyebar video ditelusuri polri selengkapnya,NA,31,2018-06-20,16:21:00,3,NA,1009471235707682800,LawanHoax,neutral,66,MAFINDO,TurnBackHoax
"[SALAH] Ada yang Menyiram Bensin Pada Pintu Kabah Konfirmasi oleh humas petugas keamanan ke media lokal, pelaku menyiramkan bensin bukan ke Kabah tetapi ke dirinya sendiri karena berusaha membakar diri. Selengkapnya di bagian ... #LawanHoax",salah menyiram bensin pintu kabah konfirmasi humas petugas keamanan media lokal pelaku menyiramkan bensin kabah berusaha membakar selengkapnya,NA,3,2018-06-20,02:17:00,0,NA,1009258937554628600,LawanHoax,negative,18,MAFINDO,TurnBackHoax
"[SALAH] Meninggal Saat Menggunakan Handphone Sambil di Cas Headphone yang digunakan oleh korban tertancap ke komputer, bukan ke ponsel seperti yang disebutkan di narasi. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah meninggal handphone cas headphone korban tertancap komputer ponsel narasi selengkapnya penjelasan referensi,NA,4,2018-06-18,01:02:00,0,NA,1008515273274478600,LawanHoax,negative,7,MAFINDO,TurnBackHoax
"[SALAH] Di Hari Raya Ini Kami Ucapkan Kepada Pemilik Wajah di Bawah Ini Foto yang digunakan di cuitan tidak berkaitan dengan berita, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah raya ucapkan pemilik wajah foto cuitan berkaitan berita selengkapnya penjelasan referensi,232117264 54264303,0,2018-06-17,03:23:00,0,nikoyuwono65 syaltout,1008188365584252900,LawanHoax,neutral,4,MAFINDO,TurnBackHoax
"[SALAH] Syndrome Juling Foto yang digunakan di post tersebut adalah foto dari Occlusion Therapy, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah syndrome juling foto post foto occlusion therapy selengkapnya penjelasan referensi,NA,4,2018-06-16,01:26:00,1,NA,1007796562435567600,LawanHoax,neutral,12,MAFINDO,TurnBackHoax
"[SALAH] Penghina Habib Rizieq Tewas Terkena Azab Foto yang digunakan di post tersebut adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. Gambar tidak disensor, untuk yang tidak tahan disarankan jangan melihat. #LawanHoax",salah penghina habib rizieq tewas terkena azab foto post hasil suntingan selengkapnya penjelasan referensi gambar disensor tahan disarankan,NA,24,2018-06-15,16:47:00,2,NA,1007665957249081300,LawanHoax,neutral,82,MAFINDO,TurnBackHoax
"[SALAH] Seperti kata Cak Lontong; Warga Jateng, pilih nomor 2... Video yang digunakan di cuitan akun @sahabatsudirman adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah lontong warga jateng pilih nomor video cuitan akun hasil suntingan selengkapnya penjelasan referensi,545368722 1820101662,1,2018-06-14,09:11:00,0,AgungWidrajat Kadir_Karding,1007188869408645100,LawanHoax,neutral,4,MAFINDO,TurnBackHoax
"[SALAH] Es Krim Dengan Parasetamol Es krim tersebut tidak benar-benar dijual, akun-akun yang menyebarkan post tidak melakukan pengecekan yang benar sebelum membuat post. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah es krim parasetamol es krim dijual akun akun menyebarkan post pengecekan post selengkapnya penjelasan referensi,NA,5,2018-06-13,16:50:00,1,NA,1006941929165107200,LawanHoax,neutral,12,MAFINDO,TurnBackHoax
"[SALAH] Apapun Kelucuan yang Dibuat Rezim Ini Tetap Pokus Dengan 2019gantipresiden Artikel yang dibagikan tersebut menggunakan sumber tulisan satire yang berubah maknanya karena gagal dipahami oleh akun-akun yang menyebarkan, ... #LawanHoax",salah apapun kelucuan rezim pokus 019gantipresiden artikel dibagikan sumber tulisan satire berubah maknanya gagal dipahami akun akun menyebarkan,3313849226,0,2018-06-11,04:19:00,1,yudi_kotenk,1006028081251811300,LawanHoax,negative,1,MAFINDO,TurnBackHoax
"[SALAH] Seorang Syekh Palestina yang Sedang Ibadah di Masjidil Aqsa Ditembak Oleh Zionis Israel Domisili korban dan lokasi kejadian yang benar adalah di Fallujah (Irak), tidak ada hubungannya dengan Zionis Israel dan Palestina seperti ... #LawanHoax",salah syekh palestina ibadah masjidil aqsa ditembak zionis israel domisili korban lokasi kejadian fallujah irak hubungannya zionis israel palestina,NA,9,2018-06-10,22:57:00,0,NA,1005947182418051100,LawanHoax,positive,22,MAFINDO,TurnBackHoax
"[SALAH] Kerja Sama NU dan Israel Tidak ada kerja sama NU dengan Israel. Sekali lagi ditegaskan, tidak ada jalinan kerjasama. Baik program maupun kelembagaan antara NU dengan Israel,, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah kerja nu israel kerja nu israel jalinan kerjasama program kelembagaan nu israel selengkapnya penjelasan referensi,868072027197906946 214818815,8,2018-06-10,04:05:00,2,wArna_sUara nu_online,1005662187384258600,LawanHoax,neutral,25,MAFINDO,TurnBackHoax
"[SALAH] Tulisan Pak Presiden... di Foto Hasil Suntingan Foto tersebut adalah hasil suntingan, tulisan yang asli adalah Doakan Kami, Cita-Cita Kami Hafal 30 Juz Alqur’an bukan seperti yang tercantum di foto tersebut. Selengkapnya di ... #LawanHoax",salah tulisan presiden foto hasil suntingan foto hasil suntingan tulisan asli doakan cita cita hafal thirty juz tercantum foto selengkapnya,NA,43,2018-06-09,04:26:00,3,NA,1.0053052318301839e+18,LawanHoax,positive,131,MAFINDO,TurnBackHoax
"[SALAH] Terkuak ***** PKS ini sering dibelai Menambahkan Sumber : Orang Kepercayaan tanpa menyertakan sumber informasi yang kredibel tidak menjadikan informasi tersebut valid, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah terkuak pks dibelai sumber orang kepercayaan menyertakan sumber informasi kredibel menjadikan informasi valid selengkapnya penjelasan referensi,1091233788 178297097,0,2018-06-06,05:20:00,0,RachmatDaradjat rigenz123,1004231466774028300,LawanHoax,neutral,3,MAFINDO,TurnBackHoax
"[SALAH] Mereka Tak Pernah Bosan-bosan Untuk Terus Membuat Berita Dusta Seperti Ini Tangkapan layar adalah hasil dari scroll kebawah sehinggai tidak tampil utuh, dan laman yang disertakan tautannya di post tersebut adalah laman opini. ... #LawanHoax",salah bosan bosan berita dusta tangkapan layar hasil scroll kebawah sehinggai tampil utuh laman disertakan tautannya post laman opini,NA,4,2018-06-05,12:43:00,0,NA,1003980589525897200,LawanHoax,neutral,15,MAFINDO,TurnBackHoax
"[SALAH] Meet Rebecca, Dialah yang Membunuh Petugas Medis Wanita Razzan Post-post yang beredar tidak berdasarkan sumber informasi yang kredibel, tanpa pengecekan yang benar sebelum di-post, dan berdasarkan kegagalan memahami foto yang ... #LawanHoax",salah meet rebecca membunuh petugas medis wanita razzan post post beredar berdasarkan sumber informasi kredibel pengecekan post berdasarkan kegagalan memahami foto,NA,13,2018-06-05,11:25:00,4,NA,1003961121819119600,LawanHoax,neutral,85,MAFINDO,TurnBackHoax
"[SALAH] Menurut Infonya Bahwa Malaysia Sudah Mencaplok 50 km Wilayah Indonesia Menambahkan temen lama dan menurut infonya tanpa menyertakan sumber informasi yang kredibel tidak menjadikan informasi tersebut valid, selengkapnya di ... #LawanHoax",salah infonya malaysia mencaplok fifty wilayah indonesia temen infonya menyertakan sumber informasi kredibel menjadikan informasi valid selengkapnya,803432630121218048,3,2018-06-04,10:03:00,1,TurnBackHoax,1003577993338343400,LawanHoax,negative,16,MAFINDO,TurnBackHoax
"[SALAH] Setelah 8.1 M Dialokasikan Buat Pengadaan Sekarang Dicabuti Pengadaan tersebut bukan untuk pohon yang dipasang di lokasi seperti yang disebutkan di narasi, lokasi pemasangannya di tempat lain. Selengkapnya di bagian PENJELASAN ... #LawanHoax",salah dialokasikan pengadaan dicabuti pengadaan pohon dipasang lokasi narasi lokasi pemasangannya selengkapnya penjelasan,NA,26,2018-06-03,15:11:00,6,NA,1003293023394910200,LawanHoax,neutral,55,MAFINDO,TurnBackHoax
"[SALAH] FPI Bekerjasama Dengan Organisasi Internasional IHYA Berdasarkan identifikasi logo di banner yang dipasang ketika kegiatan diadakan, penyelenggara acara tersebut adalah Wahdah Islamiyah dengan Lembaga internasional IHYA, bukan ... #LawanHoax",salah fpi bekerjasama organisasi internasional ihya berdasarkan identifikasi logo banner dipasang kegiatan diadakan penyelenggara acara wahdah islamiyah lembaga internasional ihya,803432630121218048 96349362,2,2018-06-03,08:57:00,1,TurnBackHoax justOdir,1003198905423519700,LawanHoax,neutral,1,MAFINDO,TurnBackHoax
"[SALAH] Gereja di Dataran Tinggi Papua Barat Dibakar Oleh Tentara Indonesia | [FALSE] Church in West Papua Highlands Burnt Down by Indonesias Army Cuitan di 2016, berita yang digunakan sebagai referensi tidak menampilkan foto yang ... #LawanHoax",salah gereja dataran papua barat dibakar tentara indonesia false church west papua highlands burnt indonesias army cuitan twothousandsixteen berita referensi menampilkan foto,NA,17,2018-06-02,05:14:00,0,NA,1002780432864182300,LawanHoax,neutral,33,MAFINDO,TurnBackHoax
"[SALAH] “Gak Ada Salahnya Belajar Toleransi Dari Negeri Jerman” Lokasi yang benar adalah di Distrik Enseler, Instanbul (Turki), bukan di Hannover (Jerman). Post ini adalah untuk koreksi post yang sebelumnya, selengkapnya di bagian ... #LawanHoax",salah salahnya belajar toleransi negeri jerman lokasi distrik enseler instanbul turki hannover jerman post koreksi post selengkapnya,NA,17,2018-05-27,20:46:00,4,NA,1000840649459941400,LawanHoax,positive,26,MAFINDO,TurnBackHoax
"[SALAH] Masih Mau Bilang Serbuan Aseng China Komunis Adalah Hoax? KTP yang tercecer di Bogor tersebut adalah KTP rusak/invalid yang sedang dalam proses pengangkutan, insiden sudah direspon oleh yang berkaitan dan proses investigasi ... #LawanHoax",salah bilang serbuan aseng china komunis hoax ktp tercecer bogor ktp rusak invalid proses pengangkutan insiden respons berkaitan proses investigasi,NA,56,2018-05-27,10:06:00,12,NA,1000679518070165500,LawanHoax,neutral,152,MAFINDO,TurnBackHoax
[SALAH] Selebaran Seruan Perang Salib dari GPK FORENDI “Seruan itu tidak benar. Polres Metro Bekasi Kota sudah melakukan lidik dan mengecek kebenaran tersebut. Seruan itu HOAX yang sengaja dibuat untuk merusa kerukunan antar umat bergama ... #LawanHoax,salah selebaran seruan perang salib gpk forendi seruan polres metro bekasi kota lidik mengecek kebenaran seruan hoax sengaja merusa kerukunan umat bergama,NA,25,2018-05-26,01:17:00,1,NA,1000184143769038800,LawanHoax,neutral,75,MAFINDO,TurnBackHoax
"[SALAH] Yang Terindikasi Cerdas Memang Dukung Hastag #2019GantiPresident Foto yang digunakan di post tersebut adalah hasil suntingan, cek bagian REFERENSI untuk melihat salah satu situs yang memuat foto aslinya. #LawanHoax",salah terindikasi cerdas dukung tagar foto post hasil suntingan cek referensi salah situs memuat foto aslinya,NA,66,2018-05-26,00:55:00,13,NA,1000178580700082200,2019GantiPresident LawanHoax,neutral,111,MAFINDO,TurnBackHoax
"[SALAH] Mana Suara Para Pejuang Anti Diskriminasi di Indonesia? Kasus yang berbeda unsurnya. Untuk kasus yang di tangkapan layar pertama di cuitan pelaku sudah berusia 18 tahun (cukup umur), sementara untuk kasus yang sekarang masih ... #LawanHoax",salah suara pejuang anti diskriminasi indonesia berbeda unsurnya tangkapan layar cuitan pelaku berusia eighteen umur,NA,24,2018-05-25,06:59:00,2,NA,999907863664324600,LawanHoax,negative,54,MAFINDO,TurnBackHoax
"[SALAH] Kejadian Tadi Siang Jam 13:00 di Embong Malang Sby Video yang disertakan di narasi adalah kejadian pada bulan September tahun lalu di Makassar, bukan di Surabaya. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah kejadian siang jam embong malang sby video disertakan narasi kejadian september makassar surabaya selengkapnya penjelasan referensi,NA,5,2018-05-23,15:02:00,0,NA,999304547267895300,LawanHoax,neutral,9,MAFINDO,TurnBackHoax
"[SALAH] Anggota Mossad Israel Tertangkap Kamera CCTV di Sulawesi Tanpa sumber informasi kredibel, menambahkan narasi *infovalid tidak menjadikan sebuah informasi menjadi valid. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah anggota mossad israel tertangkap kamera cctv sulawesi sumber informasi kredibel narasi infovalid menjadikan informasi valid selengkapnya penjelasan referensi,NA,13,2018-05-23,05:44:00,5,NA,999164027405135900,LawanHoax,positive,42,MAFINDO,TurnBackHoax
"[SALAH] Perkataan Putri Raja Arab Menampar Keras Rizieq Shihab dan Ulama Radikal Tanpa sumber informasi kredibel, menambahkan Wartawan dan Putri Raja tidak menjadikan sebuah informasi menjadi valid. Selengkapnya di bagian .... #LawanHoax",salah perkataan putri raja arab menampar keras rizieq shihab ulama radikal sumber informasi kredibel wartawan putri raja menjadikan informasi valid selengkapnya,NA,15,2018-05-23,04:29:00,3,NA,999145205193261e3,LawanHoax,positive,28,MAFINDO,TurnBackHoax
"[SALAH] “Diam-diam Pertalite Naik Lagi” Tidak benar itu yang soal Pertalite, hoaks, tegas Adiatma, Senin (21/5). Adiatma bahkan menyebut Pertamina telah melaporkan situs berita yang menyebarkan berita bohong terkait kenaikan harga Pertalite ... ",salah diam diam pertalite pertalite hoaks adiatma senin twentyone adiatma pertamina lapor situs berita menyebarkan berita bohong terkait kenaikan harga pertalite,NA,5,2018-05-22,03:11:00,3,NA,998763253365751800,NA,positive,27,MAFINDO,TurnBackHoax
"[SALAH] Pihak AS Akan Gelontorkan Dana 2 Triliun ke Pimpinan NU Untuk Menangkal Terorisme Tanpa sumber informasi valid, menambahkan tulisan info valid tidak menjadikan sebuah informasi menjadi valid. Selengkapnya di bagian PENJELASAN ... #LawanHoax",salah gelontorkan dana triliun pimpinan nu menangkal terorisme sumber informasi valid tulisan info valid menjadikan informasi valid selengkapnya penjelasan,NA,77,2018-05-20,05:08:00,23,NA,998067916317704200,LawanHoax,positive,196,MAFINDO,TurnBackHoax
"[SALAH] Semakin Banyak Artis yang Smart dan Faham Akan Kondisi dan Nasib Rakyatnya Foto-foto di cuitan-cuitan tersebut adalah hasil suntingan, cek bagian REFERENSI untuk sumber dari foto asli. #LawanHoax",salah artis smart faham kondisi nasib rakyat foto foto cuitan cuitan hasil suntingan cek referensi sumber foto asli,722846492952633344 870927792170344448,23,2018-05-19,11:16:00,5,putra_bisma12 WajahMuslim17,997798143877005300,LawanHoax,positive,40,MAFINDO,TurnBackHoax
"[SALAH] Sofyan Tsauri Brimob Pencetak Teroris Sofyan Tsauri bukan anggota Brimob, dan sudah bertobat selama menjalani masa tahanan 6 tahun. Selengkapnya di bagian REFERENSI. #LawanHoax",salah sofyan tsauri brimob pencetak teroris sofyan tsauri anggota brimob bertobat menjalani tahanan selengkapnya referensi,NA,12,2018-05-19,09:27:00,1,NA,997770669218660400,LawanHoax,neutral,42,MAFINDO,TurnBackHoax
"[SALAH] Tiga Bank Besar Indonesia Jatuh ke Tangan Cina Disinformasi yang beredar di 2015, dan sudah diklarifikasi: Kabar yang menyebutkan pemerintah menjaminkan kepemilikan bank BUMN ke Cina tidak benar Dana pinjaman akan dipakai untuk ... #LawanHoax",salah bank indonesia jatuh tangan cina disinformasi beredar twothousandfifteen klarifikasi kabar pemerintah menjaminkan kepemilikan bank bumn cina dana pinjaman pakai,NA,10,2018-05-19,06:51:00,1,NA,997731467772936200,LawanHoax,negative,36,MAFINDO,TurnBackHoax
"[SALAH] WIRANTO Tegas Akan Bubarkan DPR Jika Tak Selesaikan RUU T3ROR1SME, Fadli Zon CIUT Judul tersebut adalah pancingan klik (click bait), tidak ada pernyataan yang seperti itu dari Wiranto. Video adalah hasil suntingan kompilasi dari ... #LawanHoax",salah wiranto bubar dpr selesaikan ruu t3ror1sme fadli zon ciut judul pancingan klik click bait pernyataan wiranto video hasil suntingan kompilasi,NA,8,2018-05-18,09:03:00,1,NA,997402387110289400,LawanHoax,neutral,18,MAFINDO,TurnBackHoax
"[SALAH] Artikel Analisis Mulyo Wibisono yang Diedarkan Kembali Artikel tersebut dimuat oleh media-media non kredibel pada tahun 2012, dimuat kembali oleh satusuaraexpress(dot)com 4 hari lalu, kemudian diedarkan melalui aplikasi Telegram. #LawanHoax",salah artikel analisis mulyo wibisono diedarkan artikel dimuat media media kredibel twothousandtwelve dimuat satusuaraexpress dot diedarkan aplikasi telegram,NA,40,2018-05-17,17:20:00,1,NA,997165076288163800,LawanHoax,neutral,94,MAFINDO,TurnBackHoax
"[SALAH] Ternyata Mbak Dita Ini Mantan Kristen Menjadi Mualaf Pertama, Dita adalah laki-laki dengan nama lengkap Dita Oepriarto, jadi tidak tepat disebut dengan mbak. Kedua, sudah beragama Islam sejak SMA, jadi kurang tepat jika disebut ... #LawanHoax",salah dita mantan kristen mualaf dita laki laki nama lengkap dita oepriarto beragama islam sma,NA,22,2018-05-16,10:12:00,6,NA,996694804804223e3,LawanHoax,negative,68,MAFINDO,TurnBackHoax
"[SALAH] Dalang Aksi Teror Versi Gus Dur Video yang digunakan di status tersebut adalah bagian dari seri ... Dari konteks waktu, komentar almarhum Gus Dur adalah mengomentari kejadian bom Bali di tahun 2002, bukan kejadian saat ini. #LawanHoax",salah dalang aksi teror versi dur video status seri konteks komentar almarhum dur mengomentari kejadian bom bali twothousandtwo kejadian,NA,3,2018-05-14,10:20:00,1,NA,995972148396081200,LawanHoax,negative,9,MAFINDO,TurnBackHoax
"[SALAH] Ternyata Menu Telah Dipesan Sebelumnya! Tanggal yang salah tersebut disebabkan oleh bug dari mesin pencari Google yang sudah lama diketahui, sejak 2016. Selengkapnya silakan baca bagian REFERENSI. #LawanHoax",salah menu dipesan tanggal salah disebabkan bug mesin pencari google twothousandsixteen selengkapnya silakan baca referensi,NA,5,2018-05-14,03:52:00,0,NA,995874583981867e3,LawanHoax,negative,16,MAFINDO,TurnBackHoax
"[SALAH] Baca Caption Pasti Cebong Gagal Fokus Konteks berita tersebut adalah menjawab pertanyaan dari media, bukan merespon kondisi saat ini. Silakan baca bagian REFERENSI untuk memahami konteks utuhnya, dan baca juga bagian PENJELASAN. #LawanHoax",salah baca caption cebong gagal fokus konteks berita media merespon kondisi silakan baca referensi memahami konteks utuhnya baca penjelasan,NA,4,2018-05-13,03:50:00,0,NA,995511614899023900,LawanHoax,neutral,11,MAFINDO,TurnBackHoax
"[SALAH] Jawaban Setuju Terhadap Pertanyaan Apa Kita Setuju Dijajah Lagi? di Apel Siaga PDIP Video yang ditayangkan di sudah disunting, sumber video adalah dari mulai 08:28. Silakan ... #LawanHoax",salah setuju setuju dijajah apel siaga pdip video ditayangkan disunting sumber video silakan,NA,9,2018-05-12,15:19:00,7,NA,995322488291704800,LawanHoax,neutral,30,MAFINDO,TurnBackHoax
"[SALAH] Gedung Kementrian Pun Akan Dijual Video tersebut adalah berita di tahun 2014. Rencana penjualan gedung dibatalkan, diganti dengan perbaikan kelistrikan gedung untuk efisiensi. Selengkapnya silakan cek poin (2) bagian REFERENSI. #LawanHoax",salah gedung kementrian dijual video berita twothousandfourteen rencana penjualan gedung dibatalkan diganti perbaikan kelistrikan gedung efisiensi selengkapnya silakan cek poin referensi,NA,3,2018-05-11,17:56:00,0,NA,994999606986522600,LawanHoax,positive,18,MAFINDO,TurnBackHoax
"[SALAH] Hebatnya Kepolisian Malaysia Video yang disertakan di post adalah video di tahun 2016, dokumentasi konferensi pers MACC (...) sitaan dari operasi yang dinamakan Ops Water. Tidak ada hubungannya dengan mantan PM Najib ... #LawanHoax",salah hebat kepolisian malaysia video disertakan post video twothousandsixteen dokumentasi konferensi pers macc sitaan operasi dinamakan ops water hubungannya mantan pm najib,NA,1,2018-05-11,11:46:00,0,NA,994906693891899400,LawanHoax,neutral,17,MAFINDO,TurnBackHoax
"[SALAH] Rumah Pribadi di Jakarta Utara Jadi Persembunyian TKA Ilegal Peristiwa di tahun 2013, rumah tersebut bukan untuk bersembunyi TKA tetapi disewa oleh sindikat penipu internasional. Sudah ditangani oleh yang berwenang ... #LawanHoax",salah rumah pribadi jakarta utara persembunyian tka ilegal peristiwa twothousandthirteen rumah bersembunyi tka disewa sindikat penipu internasional ditangani berwenang,NA,8,2018-05-11,01:15:00,3,NA,994747685742592e3,LawanHoax,negative,39,MAFINDO,TurnBackHoax
[SALAH] Harusnya Pak Fadli Zon Sadar Tulisan (wall message) ke akun Jokowi presiden RI 2019 sudah diklarifikasi oleh akun terverifikasi Paspampres bahwa akun tersebut bukan milik anggota Paspampres. #LawanHoax,salah fadli zon sadar tulisan wall message akun jokowi presiden indonesia twothousandnineteen klarifikasi akun terverifikasi paspampres akun milik anggota paspampres,NA,5,2018-05-05,05:50:00,0,NA,992642605304303600,LawanHoax,neutral,11,MAFINDO,TurnBackHoax
"[SALAH] Yel-yel Kecebong Yang Merencanakan Untuk Menyusup di CFD Video yang disertakan di cuitan tersebut sudah disunting, sumbernya dari Kedatangan relawan #2019GantiPresiden adalah sesi diskusi bagian dari ... #LawanHoax",salah kecebong merencanakan menyusup cfd video disertakan cuitan disunting sumbernya kedatangan relawan sesi diskusi,NA,3,2018-05-05,04:07:00,0,NA,992616625302978600,2019GantiPresiden LawanHoax,neutral,19,MAFINDO,TurnBackHoax
"[SALAH] Sadarlah Wahai Rakyat Indonesia, Kita Ini Sedang Di Jajah Foto dari koran yang digunakan di status tersebut adalah berita di tahun 2015 mengenai persetujuan Presiden tentang usulan kepemilikan asing di bidang properti, sementara ... #LawanHoax",salah sadarlah rakyat indonesia jajah foto koran status berita twothousandfifteen persetujuan presiden usul kepemilikan asing bidang properti,NA,8,2018-05-02,23:20:00,1,NA,991819746021593100,LawanHoax,negative,22,MAFINDO,TurnBackHoax
"[SALAH] Foto Mardani Ali Sera Hasil Suntingan Foto tersebut adalah hasil suntingan, salah satu situs yang memuat gambar asli: #LawanHoax",salah foto mardani ali sera hasil suntingan foto hasil suntingan salah situs memuat gambar asli,NA,4,2018-04-30,11:51:00,0,NA,9.9092152505736806e+17,LawanHoax,neutral,12,MAFINDO,TurnBackHoax
"[SALAH] Di Balik Pembangunan Proyek Jalan Tol di Semarang, Ada 164 Mesjid yang Harus di Robohkan Berita tahun lalu. Klarifikasi dari BPN: Lamanya proses pembebasan lahan wakaf, sambung dia, karena proses yang tidak mudah. Untuk ... #LawanHoax",salah pembangunan proyek jalan tol semarang onehundredsixtyfour mesjid robohkan berita klarifikasi bpn proses pembebasan lahan wakaf sambung proses mudah,821749196084506624,13,2018-04-28,07:22:00,3,GisellaCik,990129094196002800,LawanHoax,negative,34,MAFINDO,TurnBackHoax
"[SALAH] Foto Berita Waketum Gerindra Sebut PAN Partai Bunglon Hasil Suntingan Foto sudah disunting, foto yang benar adalah foto yang dimuat di situs #LawanHoax",salah foto berita waketum gerindra pan partai bunglon hasil suntingan foto disunting foto foto dimuat situs,NA,2,2018-04-26,09:54:00,0,NA,989442538204422100,LawanHoax,positive,2,MAFINDO,TurnBackHoax
